31.731753, 130.729911
31.731358, 130.725645
31.731391, 130.725696
31.731426, 130.725776
31.731425, 130.725816
31.731423, 130.725821
31.73143, 130.725854
31.73145, 130.725921
31.731453, 130.725951
31.731453, 130.725971
31.731458, 130.725989
31.731463, 130.726023
31.731448, 130.726036
31.731445, 130.726056
31.731428, 130.726046
31.731413, 130.726046
30.374756, 130.95963
30.37471, 130.959666
30.374713, 130.959716
30.37466, 130.959773
30.374595, 130.959908
30.374548, 130.959893
30.374421, 130.959913
30.374376, 130.959915
30.374393, 130.9599
30.374431, 130.959754
30.37442, 130.95977
30.374401, 130.959775
30.374396, 130.959816
30.374396, 130.959846
30.374395, 130.959878
30.374385, 130.95989
30.374338, 130.95992
30.374351, 130.959955
30.374381, 130.95995
30.374413, 130.959978
30.37442, 130.96
30.374426, 130.960006
30.37454, 130.960095
30.374533, 130.960081
30.374513, 130.960063
30.374518, 130.960041
30.37452, 130.960028
30.374503, 130.960013
30.374503, 130.960001
30.374508, 130.959985
30.374496, 130.959968
30.37444, 130.959888
30.374453, 130.95993
30.37445, 130.959958
30.374445, 130.959971
30.374443, 130.95999
30.374443, 130.96001
30.374324, 130.960138
30.374328, 130.960176
30.374373, 130.960176
30.374385, 130.960165
30.374398, 130.960151
30.374401, 130.960136
30.37439, 130.960106
30.374373, 130.96009
30.374386, 130.960001
30.374401, 130.95997
30.374411, 130.959991
30.374461, 130.959994
30.374471, 130.959968
30.374448, 130.959951
30.374436, 130.960011
